,age,ratings,weather,traffic,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,city_type,time_taken,is_weekend,pickup_time_minutes,order_time_of_day,distance,distance_type
9538,23.0,4.6,sunny,jam,2,snack,scooter,0.0,no,urban,17,0,10.0,night,4.657195393807058,short
9539,24.0,4.7,sunny,jam,2,snack,electric_scooter,0.0,no,metropolitian,19,0,10.0,night,4.610285665960067,short
9540,34.0,5.0,stormy,low,1,meal,motorcycle,1.0,no,urban,25,1,10.0,morning,1.5094817638297648,short
9541,39.0,4.1,stormy,low,0,buffet,motorcycle,1.0,no,metropolitian,25,0,10.0,morning,1.5368020663947328,short
9543,24.0,4.5,windy,jam,1,meal,scooter,1.0,no,metropolitian,15,1,5.0,night,19.875680604910734,very_long
9544,29.0,4.8,sunny,jam,2,snack,scooter,0.0,no,metropolitian,19,1,15.0,evening,4.560903158461034,short
9545,38.0,4.6,windy,low,2,buffet,electric_scooter,1.0,no,metropolitian,25,1,15.0,morning,3.0295597395005274,short
9546,27.0,4.6,fog,jam,2,snack,scooter,0.0,no,metropolitian,23,1,5.0,evening,7.772282029629311,medium
9547,30.0,4.1,cloudy,low,2,drinks,electric_scooter,1.0,no,urban,39,1,10.0,night,16.385045825961104,very_long
9549,34.0,4.5,cloudy,medium,1,snack,scooter,1.0,no,metropolitian,19,0,5.0,afternoon,4.537653689675138,short
9550,33.0,4.1,cloudy,medium,2,buffet,motorcycle,1.0,no,metropolitian,34,1,5.0,evening,10.90598905626876,long
9551,26.0,4.7,fog,jam,1,drinks,scooter,2.0,no,metropolitian,41,1,10.0,night,10.427575355310204,long
9552,27.0,4.6,stormy,jam,0,meal,motorcycle,2.0,no,metropolitian,34,1,15.0,evening,13.990192142064847,long
9553,37.0,4.6,fog,low,2,drinks,motorcycle,0.0,no,metropolitian,25,0,5.0,night,14.022136830289478,long
9556,33.0,4.3,windy,low,0,meal,motorcycle,1.0,no,metropolitian,26,0,10.0,night,7.490185430661069,medium
9558,32.0,4.7,sandstorms,low,1,drinks,motorcycle,1.0,no,metropolitian,16,1,5.0,night,10.881197531246407,long
9559,31.0,4.9,cloudy,low,2,meal,scooter,0.0,no,metropolitian,16,0,15.0,night,7.448318246839791,medium
9560,39.0,4.7,fog,low,2,snack,scooter,0.0,no,urban,15,0,5.0,morning,1.5128534404983927,short
9562,28.0,4.6,windy,high,1,drinks,motorcycle,1.0,no,metropolitian,25,0,5.0,morning,1.536836906549953,short
9563,30.0,4.8,sandstorms,medium,2,drinks,motorcycle,1.0,no,metropolitian,25,0,10.0,evening,13.610807781529353,long
9564,23.0,4.9,stormy,jam,0,drinks,motorcycle,1.0,no,metropolitian,27,0,15.0,evening,16.608066712030592,very_long
9565,34.0,4.5,sunny,medium,1,meal,motorcycle,1.0,no,urban,16,0,5.0,afternoon,16.827472773146095,very_long
9566,30.0,4.5,cloudy,jam,0,snack,motorcycle,0.0,no,urban,47,0,10.0,evening,10.565262855251525,long
9567,31.0,4.5,cloudy,jam,0,meal,motorcycle,3.0,no,metropolitian,51,0,5.0,evening,19.972929947942482,very_long
9568,24.0,4.4,sandstorms,low,0,buffet,motorcycle,0.0,no,metropolitian,29,0,5.0,night,4.587794632025183,short
9569,30.0,5.0,stormy,low,2,meal,electric_scooter,1.0,no,urban,24,0,15.0,morning,3.0878904668326292,short
9571,34.0,4.7,cloudy,low,2,meal,electric_scooter,0.0,no,metropolitian,15,0,5.0,morning,3.073782598017619,short
9572,26.0,4.7,sunny,low,0,snack,motorcycle,1.0,no,metropolitian,17,0,5.0,morning,3.0408635912257624,short
9574,36.0,4.6,sandstorms,low,1,snack,motorcycle,1.0,no,metropolitian,24,1,10.0,morning,1.4899271643865588,short
9575,30.0,4.4,sandstorms,low,0,meal,motorcycle,1.0,no,metropolitian,25,0,15.0,morning,1.532229188735096,short
9576,27.0,4.8,cloudy,jam,0,meal,motorcycle,0.0,yes,metropolitian,45,0,5.0,night,10.724960763776828,long
9577,26.0,4.6,sunny,jam,1,snack,scooter,0.0,no,metropolitian,13,1,5.0,evening,20.887815554987384,very_long
9579,21.0,5.0,cloudy,medium,2,snack,scooter,1.0,no,urban,35,1,5.0,evening,10.565128845647761,long
9580,28.0,4.7,windy,low,2,meal,scooter,1.0,no,metropolitian,16,0,15.0,morning,1.5366213355982792,short
9581,22.0,4.9,sandstorms,medium,0,meal,motorcycle,1.0,no,metropolitian,12,0,10.0,afternoon,6.128899374764088,medium
9582,23.0,4.5,stormy,medium,2,drinks,scooter,1.0,no,metropolitian,22,0,5.0,afternoon,13.406506203190967,long
9583,37.0,4.8,sunny,medium,0,buffet,motorcycle,0.0,no,metropolitian,27,1,5.0,evening,12.417115998944011,long
9584,27.0,4.8,fog,high,1,meal,motorcycle,1.0,no,urban,26,0,10.0,afternoon,6.080882967594328,medium
9585,31.0,4.5,sunny,jam,2,drinks,scooter,0.0,no,urban,23,1,15.0,evening,13.682048188061888,long
9586,38.0,4.8,stormy,low,1,buffet,scooter,1.0,no,metropolitian,22,0,5.0,night,19.62844486200254,very_long
9587,35.0,3.8,sandstorms,jam,2,meal,scooter,1.0,no,metropolitian,43,0,15.0,evening,12.419464414087114,long
9588,23.0,4.9,sandstorms,jam,1,snack,scooter,0.0,no,metropolitian,23,0,10.0,evening,20.25510293833981,very_long
9589,37.0,4.8,cloudy,jam,2,buffet,scooter,1.0,no,metropolitian,30,0,10.0,night,4.5967456266495255,short
9590,28.0,4.1,windy,low,0,buffet,motorcycle,0.0,no,metropolitian,18,0,5.0,morning,1.5606061760664074,short
9591,37.0,5.0,cloudy,jam,1,snack,scooter,1.0,no,metropolitian,43,0,5.0,night,10.254765380990598,long
9592,33.0,4.0,windy,jam,0,meal,motorcycle,1.0,no,metropolitian,54,0,15.0,night,17.137879924186517,very_long
9593,28.0,4.8,sandstorms,medium,2,buffet,scooter,0.0,no,metropolitian,18,1,10.0,afternoon,12.417792351617555,long
9594,24.0,4.8,windy,low,2,meal,scooter,0.0,no,urban,11,1,5.0,night,20.20634489518928,very_long
9596,34.0,4.6,cloudy,low,0,snack,motorcycle,1.0,no,urban,26,1,15.0,morning,3.073599739868747,short
9597,33.0,4.6,sandstorms,medium,1,snack,scooter,0.0,no,metropolitian,25,0,5.0,afternoon,6.232303380306801,medium
9598,20.0,4.5,windy,low,0,drinks,motorcycle,1.0,no,metropolitian,28,0,15.0,morning,1.5292976945190186,short
9599,23.0,4.7,stormy,low,1,drinks,scooter,1.0,no,urban,19,1,10.0,morning,1.5294972211332267,short
9600,32.0,4.9,sunny,jam,2,buffet,electric_scooter,0.0,no,metropolitian,29,1,10.0,evening,16.901828274275406,very_long
9602,31.0,4.7,cloudy,low,2,buffet,motorcycle,0.0,no,metropolitian,15,0,5.0,morning,3.064002956584147,short
9603,35.0,4.8,sunny,low,2,drinks,motorcycle,1.0,no,metropolitian,15,0,10.0,morning,3.0250863295462396,short
9604,37.0,4.8,windy,jam,2,snack,electric_scooter,1.0,no,metropolitian,28,0,15.0,evening,7.683177078354373,medium
9606,24.0,5.0,fog,jam,0,drinks,motorcycle,0.0,no,metropolitian,38,0,15.0,evening,11.904780345542626,long
9607,26.0,5.0,sunny,low,0,buffet,motorcycle,1.0,no,urban,28,0,5.0,night,13.217301980434613,long
9608,39.0,5.0,cloudy,medium,0,drinks,motorcycle,0.0,no,metropolitian,25,0,15.0,afternoon,6.210605364096597,medium
9609,37.0,4.7,cloudy,low,0,meal,motorcycle,1.0,no,metropolitian,39,1,10.0,night,19.68840740892438,very_long
9610,22.0,4.8,fog,jam,1,snack,scooter,0.0,no,metropolitian,29,0,10.0,evening,9.193520993944182,medium
9611,29.0,4.8,sandstorms,low,1,drinks,scooter,1.0,no,metropolitian,16,1,15.0,morning,1.5321262845594088,short
9612,25.0,4.7,cloudy,low,1,drinks,scooter,0.0,no,metropolitian,25,0,5.0,night,19.76017824329294,very_long
9614,30.0,4.5,sandstorms,low,1,meal,motorcycle,1.0,no,metropolitian,27,1,5.0,morning,3.0295383085102503,short
9616,24.0,4.7,windy,medium,2,buffet,scooter,1.0,no,metropolitian,26,0,5.0,afternoon,9.316238098535406,medium
9617,20.0,4.7,windy,low,2,snack,scooter,1.0,no,urban,18,0,5.0,morning,1.520431947999248,short
9618,36.0,4.2,windy,medium,0,snack,motorcycle,1.0,no,urban,46,0,5.0,evening,19.36321160672078,very_long
9620,22.0,4.7,windy,medium,1,drinks,motorcycle,0.0,no,metropolitian,29,0,15.0,evening,9.074573554008944,medium
9622,24.0,4.8,cloudy,medium,1,drinks,scooter,0.0,no,urban,10,0,10.0,afternoon,6.050355980667948,medium
9623,39.0,4.8,sunny,low,1,snack,motorcycle,0.0,no,metropolitian,10,0,15.0,morning,3.0645104714747093,short
9625,32.0,4.8,windy,jam,2,drinks,motorcycle,1.0,no,metropolitian,29,0,5.0,night,10.867232952679457,long
9626,26.0,4.8,sunny,jam,0,snack,motorcycle,0.0,no,metropolitian,22,0,10.0,night,10.642018863256986,long
9627,25.0,5.0,cloudy,high,1,drinks,motorcycle,0.0,no,metropolitian,21,0,15.0,morning,1.5322647895213353,short
9628,38.0,4.9,sunny,medium,2,snack,scooter,0.0,no,urban,22,1,5.0,afternoon,6.04045561219178,medium
9629,27.0,4.6,windy,high,1,meal,scooter,1.0,no,metropolitian,25,1,5.0,morning,3.0188764660307563,short
9630,33.0,4.2,sandstorms,medium,1,drinks,motorcycle,1.0,no,metropolitian,31,0,5.0,afternoon,6.05427982306133,medium
9631,28.0,4.6,cloudy,jam,1,snack,scooter,1.0,no,metropolitian,41,0,15.0,evening,17.074786485938343,very_long
9632,27.0,5.0,stormy,low,1,buffet,scooter,0.0,no,metropolitian,14,0,15.0,morning,1.5606916397985116,short
9633,23.0,4.7,cloudy,jam,1,meal,scooter,1.0,no,metropolitian,25,0,5.0,evening,7.549092417510471,medium
9634,26.0,4.9,stormy,medium,1,snack,scooter,1.0,no,metropolitian,20,1,15.0,afternoon,6.232403352170867,medium
9635,31.0,4.4,stormy,jam,1,meal,motorcycle,1.0,no,metropolitian,34,1,15.0,evening,4.596951629499114,short
9636,25.0,4.1,cloudy,medium,2,snack,scooter,1.0,no,metropolitian,31,0,5.0,evening,19.88701283582688,very_long
9637,34.0,4.6,windy,low,0,drinks,motorcycle,1.0,no,metropolitian,29,0,15.0,night,12.116895848186626,long
9638,36.0,4.2,sandstorms,low,0,meal,motorcycle,0.0,no,metropolitian,22,1,15.0,morning,3.0408635912257624,short
9639,29.0,4.7,sandstorms,low,2,drinks,scooter,1.0,no,urban,10,0,10.0,night,20.181059137197778,very_long
9640,22.0,4.8,sunny,low,2,snack,motorcycle,0.0,no,metropolitian,21,1,10.0,morning,1.554543733521478,short
9641,39.0,4.8,fog,medium,1,buffet,motorcycle,1.0,no,metropolitian,17,1,10.0,afternoon,7.547357671334388,medium
9642,26.0,4.3,cloudy,high,1,meal,motorcycle,1.0,no,metropolitian,34,0,15.0,morning,3.058281575249995,short
9645,33.0,4.7,fog,low,2,meal,motorcycle,0.0,no,urban,15,0,15.0,night,9.36298934011295,medium
9646,33.0,3.6,sandstorms,medium,2,buffet,motorcycle,1.0,no,urban,34,0,10.0,evening,14.022253080995233,long
9647,24.0,5.0,cloudy,high,2,buffet,motorcycle,1.0,no,urban,26,0,5.0,morning,1.529751878579505,short
9648,29.0,4.9,fog,jam,2,snack,scooter,2.0,no,metropolitian,36,1,15.0,evening,13.7884543583669,long
9649,27.0,4.9,stormy,jam,2,drinks,scooter,1.0,no,metropolitian,22,1,10.0,night,7.600990561376191,medium
9650,21.0,4.0,stormy,jam,0,snack,motorcycle,1.0,no,metropolitian,32,0,15.0,night,16.412746797461725,very_long
9651,31.0,4.6,sandstorms,medium,0,buffet,motorcycle,1.0,no,metropolitian,28,0,15.0,afternoon,6.128804224238059,medium
9652,29.0,4.7,sunny,jam,1,buffet,scooter,1.0,no,metropolitian,18,0,10.0,evening,19.340983552936382,very_long
9653,30.0,4.2,fog,medium,2,meal,scooter,2.0,no,metropolitian,35,0,15.0,evening,16.78719178180431,very_long
9654,26.0,4.5,fog,low,0,drinks,motorcycle,0.0,no,metropolitian,18,0,15.0,night,7.761498257466441,medium
9655,36.0,4.5,windy,jam,2,buffet,scooter,1.0,no,metropolitian,25,0,15.0,evening,7.648280480148492,medium
9656,25.0,4.6,sunny,jam,1,buffet,motorcycle,1.0,no,metropolitian,17,0,15.0,evening,4.5894994863803555,short
9657,29.0,5.0,fog,medium,0,snack,motorcycle,1.0,no,urban,32,0,10.0,evening,19.627167871570084,very_long
9658,26.0,4.8,windy,jam,0,drinks,motorcycle,1.0,no,urban,25,0,10.0,night,19.83950910656183,very_long
9659,33.0,4.9,windy,medium,0,drinks,motorcycle,0.0,no,metropolitian,32,0,5.0,afternoon,7.546712474612512,medium
9660,35.0,5.0,sandstorms,jam,0,buffet,motorcycle,0.0,no,metropolitian,36,0,15.0,night,13.631282080461874,long
9661,38.0,3.6,stormy,jam,1,drinks,scooter,1.0,no,metropolitian,34,0,10.0,night,17.07362495419754,very_long
9662,22.0,4.1,sandstorms,low,0,buffet,motorcycle,0.0,no,metropolitian,26,0,10.0,morning,3.0597099613184353,short
9663,25.0,4.7,stormy,jam,2,drinks,motorcycle,1.0,no,metropolitian,23,0,15.0,night,9.363950447566975,medium
9664,34.0,4.8,stormy,high,1,snack,scooter,1.0,no,metropolitian,27,0,15.0,morning,3.104605953841284,short
9665,39.0,4.7,stormy,low,2,snack,scooter,1.0,no,metropolitian,26,0,10.0,night,12.162012260678955,long
9666,31.0,4.7,fog,jam,2,snack,electric_scooter,1.0,yes,metropolitian,43,0,15.0,evening,13.773737657079298,long
9667,33.0,4.9,fog,high,1,snack,scooter,1.0,no,metropolitian,31,1,5.0,afternoon,6.210060323088704,medium
9668,25.0,4.6,fog,medium,1,drinks,scooter,0.0,no,urban,25,0,10.0,evening,20.20729968887068,very_long
9669,24.0,4.5,fog,low,2,drinks,scooter,0.0,no,metropolitian,23,0,15.0,night,17.074879617078196,very_long
9670,36.0,4.9,sandstorms,jam,1,snack,scooter,1.0,no,metropolitian,27,0,15.0,evening,9.327028546829316,medium
9671,25.0,4.7,cloudy,medium,1,meal,motorcycle,0.0,no,metropolitian,19,0,15.0,afternoon,7.600990561376191,medium
9672,31.0,4.0,fog,jam,1,drinks,scooter,2.0,no,metropolitian,41,0,5.0,night,16.65990378949706,very_long
9673,31.0,4.7,sunny,high,2,drinks,scooter,1.0,no,urban,15,0,10.0,morning,3.025332706173566,short
9674,35.0,4.1,sandstorms,high,2,drinks,scooter,0.0,no,urban,31,1,15.0,morning,3.064210028101302,short
9675,37.0,4.9,sunny,medium,2,drinks,scooter,1.0,no,metropolitian,24,0,15.0,evening,4.469352052738077,short
9676,25.0,4.6,windy,jam,1,snack,motorcycle,0.0,no,metropolitian,19,0,15.0,evening,12.117044368866695,long
9677,27.0,4.9,sunny,high,1,meal,motorcycle,0.0,no,urban,12,0,5.0,afternoon,6.037990253487766,medium
9678,32.0,4.6,fog,low,0,meal,motorcycle,1.0,no,metropolitian,25,1,5.0,morning,1.558083864051793,short
9679,37.0,4.9,cloudy,jam,0,buffet,motorcycle,1.0,no,metropolitian,51,0,15.0,night,10.723264172167632,long
9680,38.0,4.6,sunny,jam,1,snack,scooter,0.0,no,metropolitian,23,0,5.0,night,10.865409153294227,long
9681,23.0,4.8,sunny,high,2,drinks,scooter,0.0,no,metropolitian,13,1,10.0,afternoon,6.037614687084906,medium
9682,38.0,4.3,windy,low,0,buffet,motorcycle,1.0,no,metropolitian,26,0,10.0,morning,1.5204704557283455,short
9683,20.0,4.9,stormy,high,2,meal,scooter,1.0,no,metropolitian,22,1,15.0,morning,6.217824017922212,medium
9684,20.0,4.6,windy,high,1,meal,scooter,0.0,no,metropolitian,22,0,10.0,morning,1.5525820816228664,short
9685,31.0,4.6,fog,jam,0,snack,motorcycle,1.0,no,metropolitian,45,0,15.0,evening,19.883251553020397,very_long
9686,33.0,4.5,stormy,low,1,buffet,motorcycle,1.0,no,metropolitian,26,0,15.0,morning,3.104803710518419,short
9688,33.0,4.9,sunny,medium,2,drinks,scooter,0.0,no,metropolitian,17,1,5.0,afternoon,6.21800234869445,medium
9690,39.0,4.4,windy,medium,2,drinks,scooter,1.0,no,metropolitian,33,1,5.0,afternoon,9.263056833399029,medium
9691,28.0,4.0,stormy,low,0,meal,motorcycle,1.0,no,metropolitian,29,0,5.0,night,9.314907489514155,medium
9693,37.0,3.8,fog,low,1,buffet,motorcycle,0.0,no,metropolitian,34,0,5.0,night,12.417792351617555,long
9694,23.0,4.8,windy,medium,0,snack,motorcycle,1.0,no,metropolitian,30,0,10.0,evening,13.40635545530559,long
9695,39.0,4.9,fog,medium,0,snack,motorcycle,0.0,no,metropolitian,25,1,10.0,afternoon,6.050355980667948,medium
9696,35.0,4.9,fog,low,1,drinks,scooter,1.0,no,metropolitian,30,0,10.0,night,16.787804464209696,very_long
9697,26.0,4.5,windy,high,2,drinks,scooter,1.0,no,metropolitian,18,0,5.0,afternoon,5.958771662511523,medium
9699,36.0,4.7,sunny,medium,1,meal,motorcycle,0.0,no,metropolitian,21,0,15.0,evening,19.68841340777118,very_long
9700,27.0,4.7,cloudy,medium,2,drinks,electric_scooter,1.0,no,urban,25,0,10.0,evening,12.41687169160696,long
9701,31.0,4.9,fog,jam,1,drinks,scooter,0.0,no,metropolitian,25,0,5.0,night,7.790525266841046,medium
9702,35.0,4.5,sunny,medium,0,drinks,motorcycle,0.0,no,metropolitian,28,0,10.0,evening,7.6495063183287915,medium
9703,39.0,4.6,stormy,low,0,drinks,motorcycle,1.0,no,urban,27,0,15.0,night,11.93753737730982,long
9704,33.0,5.0,cloudy,jam,2,snack,electric_scooter,1.0,no,metropolitian,33,1,15.0,night,7.761160094160204,medium
9706,25.0,3.1,sunny,low,2,snack,scooter,1.0,no,metropolitian,44,0,15.0,night,12.074056378231194,long
9707,37.0,4.7,sunny,low,1,buffet,motorcycle,1.0,no,metropolitian,19,0,10.0,morning,3.1047859175295125,short
9708,28.0,4.6,sunny,low,0,drinks,motorcycle,1.0,no,metropolitian,23,0,10.0,night,13.970007989574006,long
9709,27.0,4.9,stormy,medium,1,meal,scooter,0.0,no,metropolitian,21,0,10.0,afternoon,6.081440797008078,medium
9710,39.0,4.8,sandstorms,jam,0,buffet,motorcycle,1.0,no,metropolitian,36,0,10.0,night,7.600990561376191,medium
9711,38.0,4.9,sunny,high,0,buffet,motorcycle,1.0,no,urban,24,0,10.0,afternoon,6.128850978538233,medium
9712,29.0,4.3,stormy,low,0,meal,motorcycle,1.0,no,urban,26,1,10.0,morning,1.5524796373051026,short
9713,35.0,4.6,sandstorms,low,0,snack,motorcycle,0.0,no,metropolitian,26,0,5.0,night,10.813454754876,long
9714,25.0,5.0,fog,high,0,buffet,motorcycle,1.0,no,metropolitian,25,0,10.0,morning,3.0734222587643045,short
9715,25.0,4.8,sandstorms,jam,1,meal,motorcycle,0.0,no,urban,26,1,5.0,evening,10.428262034058305,long
9720,33.0,5.0,sandstorms,medium,0,drinks,motorcycle,0.0,no,metropolitian,35,0,15.0,afternoon,12.29361121840287,long
9722,33.0,4.1,fog,jam,1,meal,motorcycle,0.0,no,metropolitian,32,0,10.0,evening,9.122100805601145,medium
9723,37.0,4.7,fog,low,2,drinks,scooter,0.0,no,metropolitian,16,1,5.0,morning,3.0186622920269803,short
9724,21.0,4.7,fog,jam,2,buffet,electric_scooter,0.0,no,metropolitian,24,0,15.0,night,7.450185408246092,medium
9725,38.0,4.6,fog,jam,1,meal,scooter,2.0,no,metropolitian,46,0,5.0,night,10.425475100056351,long
9726,21.0,4.7,sunny,jam,2,drinks,scooter,1.0,no,metropolitian,21,0,15.0,night,20.177913041348635,very_long
9727,31.0,4.2,windy,medium,0,snack,motorcycle,1.0,no,metropolitian,31,0,10.0,afternoon,10.433242609954101,long
9729,29.0,4.8,sandstorms,low,1,meal,scooter,0.0,no,urban,11,0,5.0,night,12.080196181742092,long
9731,34.0,4.7,sunny,jam,2,meal,scooter,1.0,no,urban,19,0,5.0,night,12.463962426993913,long
9732,20.0,4.9,cloudy,medium,0,buffet,motorcycle,1.0,no,metropolitian,37,0,15.0,evening,16.606287778359242,very_long
9733,32.0,4.6,fog,jam,0,meal,motorcycle,3.0,no,semi-urban,51,0,15.0,evening,10.756273454297123,long
9734,22.0,4.7,windy,high,2,snack,electric_scooter,0.0,no,metropolitian,23,1,5.0,morning,6.2099764507053274,medium
9735,20.0,5.0,stormy,low,2,snack,motorcycle,1.0,no,metropolitian,18,0,10.0,night,9.313449926160661,medium
9737,24.0,4.8,sunny,medium,0,meal,motorcycle,0.0,no,metropolitian,16,0,10.0,evening,9.19149730046093,medium
9738,27.0,4.6,windy,high,0,drinks,motorcycle,1.0,no,urban,24,0,5.0,morning,6.037193175494637,medium
9739,22.0,4.7,cloudy,jam,1,buffet,scooter,1.0,no,metropolitian,31,0,15.0,evening,10.565262855251525,long
9740,28.0,4.1,windy,jam,0,drinks,motorcycle,1.0,no,metropolitian,36,0,10.0,evening,4.65818248829983,short
9741,36.0,4.4,cloudy,jam,2,meal,motorcycle,1.0,no,metropolitian,41,0,5.0,evening,13.428477357470895,long
9743,34.0,4.8,windy,low,1,meal,scooter,1.0,no,metropolitian,25,0,10.0,night,9.055981117924203,medium
9745,33.0,5.0,sunny,low,1,meal,scooter,0.0,no,urban,19,0,5.0,night,16.851371030914212,very_long
9746,31.0,3.9,stormy,jam,2,buffet,scooter,1.0,no,metropolitian,40,0,15.0,evening,19.880040740546,very_long
9747,26.0,4.6,fog,high,0,snack,motorcycle,0.0,no,metropolitian,25,0,10.0,morning,3.025377321543807,short
9748,27.0,4.6,cloudy,medium,1,buffet,scooter,0.0,no,metropolitian,25,0,5.0,evening,20.253518127453113,very_long
9749,32.0,4.5,sandstorms,jam,2,buffet,scooter,1.0,no,metropolitian,33,1,10.0,night,20.25305420828035,very_long
9751,28.0,4.1,windy,low,0,meal,motorcycle,1.0,no,metropolitian,29,1,5.0,morning,3.1088209178699793,short
9753,30.0,3.6,sandstorms,jam,1,meal,motorcycle,2.0,no,metropolitian,32,0,10.0,night,12.464329547626278,long
9754,36.0,3.7,stormy,jam,2,meal,scooter,2.0,yes,metropolitian,42,0,15.0,evening,10.725566076623075,long
9755,37.0,4.6,sunny,jam,0,meal,motorcycle,1.0,no,metropolitian,25,0,10.0,night,13.76661690820274,long
9756,24.0,4.9,sunny,medium,0,meal,motorcycle,1.0,no,metropolitian,18,0,10.0,evening,11.983297481116157,long
9757,24.0,4.8,cloudy,jam,2,buffet,electric_scooter,1.0,no,metropolitian,27,1,10.0,night,9.326360257118816,medium
9758,20.0,4.6,stormy,jam,2,snack,motorcycle,1.0,no,metropolitian,25,0,10.0,night,9.081108307108565,medium
9759,37.0,4.6,sunny,medium,2,meal,motorcycle,1.0,no,metropolitian,16,0,15.0,evening,10.756165907453589,long
9760,24.0,4.8,fog,medium,0,snack,motorcycle,0.0,yes,urban,44,0,10.0,evening,12.256076445468295,long
9761,38.0,4.7,sandstorms,jam,2,drinks,scooter,0.0,no,metropolitian,31,1,5.0,night,9.12108977493757,medium
9762,36.0,4.6,cloudy,low,0,drinks,motorcycle,1.0,no,urban,37,0,10.0,night,16.659974055073302,very_long
9763,36.0,3.7,stormy,jam,2,drinks,scooter,1.0,no,metropolitian,39,0,10.0,evening,11.916757259074618,long
9764,39.0,4.3,windy,low,0,buffet,motorcycle,1.0,no,metropolitian,29,0,10.0,morning,1.5581322344033663,short
9765,22.0,4.8,fog,low,2,meal,motorcycle,0.0,no,metropolitian,14,0,5.0,morning,1.55255331684981,short
9766,20.0,5.0,windy,low,1,meal,motorcycle,0.0,no,urban,16,0,5.0,night,16.608175423267646,very_long
9767,39.0,5.0,cloudy,high,0,snack,motorcycle,1.0,no,metropolitian,26,0,5.0,afternoon,6.037225392443855,medium
9768,38.0,4.8,stormy,low,1,buffet,scooter,1.0,no,metropolitian,23,0,5.0,night,4.544215521132343,short
9769,32.0,4.9,sunny,medium,2,drinks,scooter,1.0,no,metropolitian,26,0,10.0,evening,10.756185975480651,long
9770,34.0,4.5,sandstorms,medium,2,meal,scooter,1.0,no,metropolitian,29,0,10.0,evening,12.418394742110447,long
9771,34.0,5.0,cloudy,low,0,drinks,motorcycle,0.0,no,metropolitian,26,1,15.0,morning,3.0295246341921644,short
9772,26.0,4.5,fog,medium,1,snack,scooter,1.0,no,metropolitian,29,0,5.0,evening,20.848074005447355,very_long
9774,29.0,4.6,fog,high,1,drinks,motorcycle,1.0,no,metropolitian,23,1,15.0,afternoon,6.050438648835732,medium
